"id","submitdate","lastpage","startlanguage","startdate","datestamp","refurl","INSTRUKCJA","LOSUJ","PIERWSZE1[1]","PIERWSZE2[2]","PIERWSZE3[3]","PIERWSZE4[4]","PIERWSZE5[5]","PIERWSZE6[6]","PIERWSZE7[7]","PIERWSZE8[8]","PIERWSZE9[9]","PIERWSZE10[10]","PIERWSZE11[11]","PIERWSZE12[12]","PIERWSZE13[13]","PIERWSZE14[14]","PIERWSZE15[15]","PIERWSZE16[16]","PIERWSZE17[17]","PIERWSZE18[18]","PIERWSZE19[19]","PIERWSZE20[20]","PIERWSZE21[21]","PIERWSZE22[22]","PIERWSZE23[23]","PIERWSZE24[24]","DRUGIE1[1]","DRUGIE2[2]","DRUGIE3[3]","DRUGIE4[4]","DRUGIE5[5]","DRUGIE6[6]","DRUGIE7[7]","DRUGIE8[8]","DRUGIE9[9]","DRUGIE10[10]","DRUGIE11[11]","DRUGIE12[12]","DRUGIE13[13]","DRUGIE14[14]","DRUGIE15[15]","DRUGIE16[16]","DRUGIE17[17]","DRUGIE18[18]","DRUGIE19[19]","DRUGIE20[20]","DRUGIE21[21]","DRUGIE22[22]","DRUGIE23[23]","DRUGIE24[24]","TRZECIE8","TRZECIE9","TRZECIE11","TRZECIE12","TRZECIE14","TRZECIE15","TRZECIE17","TRZECIE18","TRZECIE20","TRZECIE21","TRZECIE23","TRZECIE24","CZWARTE9","CZWARTE8","CZWARTE3","CZWARTE14","CZWARTE15","CZWARTE17","CZWARTE18","CZWARTE20","CZWARTE21","CZWARTE23","CZWARTE24","CZWARTE2","CZWARTE5","CZWARTE6","CZWARTE11","CZWARTE12","PIATE20","PIATE21","PIATE23","PIATE24","G","Y","E","E[other]","F","H","interviewtime","groupTime212","INSTRUKCJATime","groupTime207","LOSUJTime","groupTime206","PIERWSZE1Time","PIERWSZE2Time","PIERWSZE3Time","PIERWSZE4Time","PIERWSZE5Time","PIERWSZE6Time","PIERWSZE7Time","PIERWSZE8Time","PIERWSZE9Time","PIERWSZE10Time","PIERWSZE11Time","PIERWSZE12Time","PIERWSZE13Time","PIERWSZE14Time","PIERWSZE15Time","PIERWSZE16Time","PIERWSZE17Time","PIERWSZE18Time","PIERWSZE19Time","PIERWSZE20Time","PIERWSZE21Time","PIERWSZE22Time","PIERWSZE23Time","PIERWSZE24Time","groupTime208","DRUGIE1Time","DRUGIE2Time","DRUGIE3Time","DRUGIE4Time","DRUGIE5Time","DRUGIE6Time","DRUGIE7Time","DRUGIE8Time","DRUGIE9Time","DRUGIE10Time","DRUGIE11Time","DRUGIE12Time","DRUGIE13Time","DRUGIE14Time","DRUGIE15Time","DRUGIE16Time","DRUGIE17Time","DRUGIE18Time","DRUGIE19Time","DRUGIE20Time","DRUGIE21Time","DRUGIE22Time","DRUGIE23Time","DRUGIE24Time","groupTime209","TRZECIE8Time","TRZECIE9Time","TRZECIE11Time","TRZECIE12Time","TRZECIE14Time","TRZECIE15Time","TRZECIE17Time","TRZECIE18Time","TRZECIE20Time","TRZECIE21Time","TRZECIE23Time","TRZECIE24Time","groupTime210","CZWARTE9Time","CZWARTE8Time","CZWARTE3Time","CZWARTE14Time","CZWARTE15Time","CZWARTE17Time","CZWARTE18Time","CZWARTE20Time","CZWARTE21Time","CZWARTE23Time","CZWARTE24Time","CZWARTE2Time","CZWARTE5Time","CZWARTE6Time","CZWARTE11Time","CZWARTE12Time","groupTime211","PIATE20Time","PIATE21Time","PIATE23Time","PIATE24Time","groupTime213","GTime","YTime","ETime","FTime","HTime"
"43","2015-10-28 14:03:41","8","pl","2015-10-28 14:02:30","2015-10-28 14:03:41","https://www.facebook.com/","","1","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mężczyzna","1996.0000000000","Średnie","","Nie","Tak","69.28","8.55","","","","14.47","","","","","","","","","","","","","","","","","","","","","","","","","25.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.52","","","","",""
"44","2015-10-28 14:04:35","8","pl","2015-10-28 14:03:14","2015-10-28 14:04:35","https://www.facebook.com/","","7","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mężczyzna","1986.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","78.27","9.38","","","","11.19","","","","","","","","","","","","","","","","","","","","","","","","","35.54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.16","","","","",""
"45","2015-10-28 14:29:49","8","pl","2015-10-28 14:26:44","2015-10-28 14:29:49","","","20","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","nie jest zasługą chłopca.","","","","","","","","","","","jest całkowicie zasługą dozorcy.","","","","","","","","","nie jest zasługą pani Malinowskiej.","","","","Mężczyzna","1996.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","183.3","13.53","","","","19.57","","","","","","","","","","","","","","","","","","","","","","","","","51.65","","","","","","","","","","","","","","","","","","","","","","","","","12.01","","","","","","","","","","","","","11.24","","","","","","","","","","","","","","","","","31.75","","","","","43.55","","","","",""
"46","2015-10-28 15:17:49","8","pl","2015-10-28 15:11:12","2015-10-28 15:17:49","http://l.facebook.com/l.php?u=http%3A%2F%2Fsokratyzer.pl%2Flimesurvey%2Findex.php%2F729544%3Fnewtest%3DY&h=gAQE485VS&enc=AZNSkWKcFWyDKi8EZVCNPWJ2xKp9LBKnoUCjUT7PvlpUon73FAU6MNfWCr8SygcDtw2MbqmbMFYucfvAWJDz6ooAfwJ3u_31inE8fJN0O_Nm4zs0wdmWGsLBRX0F0ZTPZt36Nc","","8","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","nie jest zasługą pani Malinowskiej.","","","","","","","","","","","","","jest całkowicie zasługą dozorcy.","","","","","","","","","","","","","","","","","","","Kobieta","1973.0000000000","Wyższe (licencjat, magister, inżynier)","","Tak","Nie","348.43","13.65","","","","46.01","","","","","","","","","","","","","","","","","","","","","","","","","157.4","","","","","","","","","","","","","","","","","","","","","","","","","14.77","","","","","","","","","","","","","33.95","","","","","","","","","","","","","","","","","","","","","","82.65","","","","",""
"47","2015-10-28 15:23:00","8","pl","2015-10-28 15:20:49","2015-10-28 15:23:00","https://m.facebook.com/","","22","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mężczyzna","1995.0000000000","Średnie","","Tak","Tak","127.88","9.14","","","","44.31","","","","","","","","","","","","","","","","","","","","","","","","","37.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.36","","","","",""
"48","2015-10-28 16:01:00","8","pl","2015-10-28 15:59:21","2015-10-28 16:01:00","https://www.facebook.com/","","17","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","jest w znacznym stopniu zasługą chłopca.","","","","","","","","","","","jest tylko w pewnym stopniu zasługą dozorcy.","","","","","","","","","","","","","","","Kobieta","1992.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","96.01","9.04","","","","34.23","","","","","","","","","","","","","","","","","","","","","","","","","17.57","","","","","","","","","","","","","","","","","","","","","","","","","8.1","","","","","","","","","","","","","9.81","","","","","","","","","","","","","","","","","","","","","","17.26","","","","",""
"50","2015-10-28 16:31:37","8","pl","2015-10-28 16:29:01","2015-10-28 16:31:37","http://m.facebook.com","","23","","","","","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","0.0000000000","","","","","","","","","","","","jest w stopniu znikomym zasługą chłopca.","","","","","","","","","","","jest całkowicie zasługą dozorcy.","","","","","","","","","jest w stopniu znikomym zasługą mieszkańców.","","Kobieta","1998.0000000000","Średnie","","Nie","Tak","152.96","2.32","","","","15.33","","","","","","","","","","","","","","","","","","","","","","","","","65.81","","","","","","","","","","","","","","","","","","","","","","","","","9.05","","","","","","","","","","","","","11.99","","","","","","","","","","","","","","","","","7.65","","","","","40.81","","","","",""
"51","2015-10-28 16:33:41","8","pl","2015-10-28 16:29:24","2015-10-28 16:33:41","http://m.facebook.com","","10","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1998.0000000000","Średnie","","Nie","Tak","254.93","9.3","","","","19.76","","","","","","","","","","","","","","","","","","","","","","","","","197.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.78","","","","",""
"52","2015-10-28 16:41:41","8","pl","2015-10-28 16:40:04","2015-10-28 16:41:41","","","4","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mężczyzna","1995.0000000000","Średnie","","Nie","Nie","94.81","7.14","","","","46.01","","","","","","","","","","","","","","","","","","","","","","","","","12.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.86","","","","",""
"53","2015-10-28 17:24:38","8","pl","2015-10-28 17:15:12","2015-10-28 17:24:38","http://m.facebook.com","","9","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","","jest w stopniu znikomym winą pani Malinowskiej.","","","","","","","","","","","jest  w znacznym stopniu winą dozorcy.","","","","","","","","","","","","","","","","","","","","Kobieta","17.0000000000","Podstawowe","","Nie","Tak","559.6","11.5","","","","64.15","","","","","","","","","","","","","","","","","","","","","","","","","404.82","","","","","","","","","","","","","","","","","","","","","","","","","43.01","","","","","","","","","","","","","15.18","","","","","","","","","","","","","","","","","","","","","","20.94","","","","",""
"54","2015-10-28 17:21:48","8","pl","2015-10-28 17:19:36","2015-10-28 17:21:48","https://www.facebook.com/","","15","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","nie jest winą chłopca.","","","","","","","","","","","nie jest winą dozorcy.","","","","","","","","","","","","","","","","Mężczyzna","1998.0000000000","Podstawowe","","Nie","Tak","128.79","14.54","","","","50.64","","","","","","","","","","","","","","","","","","","","","","","","","15.35","","","","","","","","","","","","","","","","","","","","","","","","","10.45","","","","","","","","","","","","","12.27","","","","","","","","","","","","","","","","","","","","","","25.54","","","","",""
"55","2015-10-28 17:29:22","8","pl","2015-10-28 17:27:58","2015-10-28 17:29:22","https://www.facebook.com/?ref=logo","","12","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","jest  w znacznym stopniu winą robotników.","","","","","","","","","","","","","","","","","","","","","","","","jest  w znacznym stopniu winą dozorcy.","","","","","Mężczyzna","1998.0000000000","Średnie","","Nie","Nie","81.95","6.22","","","","36.97","","","","","","","","","","","","","","","","","","","","","","","","","8.92","","","","","","","","","","","","","","","","","","","","","","","","","8.88","","","","","","","","","","","","","6.63","","","","","","","","","","","","","","","","","","","","","","14.33","","","","",""
"57","2015-10-28 18:13:30","8","pl","2015-10-28 18:08:15","2015-10-28 18:13:30","https://www.facebook.com/","","21","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","nie jest winą chłopca.","","","","","","","","","","","nie jest winą dozorcy.","","","","","","","","","nie jest winą pani Malinowskiej.","","","Mężczyzna","1979.0000000000","Wyższe (licencjat, magister, inżynier)","","Tak","Nie","310.59","12.59","","","","180.87","","","","","","","","","","","","","","","","","","","","","","","","","31.41","","","","","","","","","","","","","","","","","","","","","","","","","18.28","","","","","","","","","","","","","31.71","","","","","","","","","","","","","","","","","11.67","","","","","24.06","","","","",""
"58","2015-10-28 18:12:05","8","pl","2015-10-28 18:10:27","2015-10-28 18:12:05","https://www.facebook.com/","","7","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mężczyzna","1987.0000000000","Doktorat","","Tak","Tak","96.3","6.2","","","","13.05","","","","","","","","","","","","","","","","","","","","","","","","","58.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.17","","","","",""
"59","2015-10-28 18:17:54","8","pl","2015-10-28 18:11:48","2015-10-28 18:17:54","","","8","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","nie jest zasługą pani Malinowskiej.","","","","","","","","","","","","","jest w znacznym stopniu zasługą dozorcy.","","","","","","","","","","","","","","","","","","","Kobieta","1993.0000000000","Średnie","","Tak","Tak","363.65","21.1","","","","45.76","","","","","","","","","","","","","","","","","","","","","","","","","160.05","","","","","","","","","","","","","","","","","","","","","","","","","31.71","","","","","","","","","","","","","60.68","","","","","","","","","","","","","","","","","","","","","","44.35","","","","",""
"61","2015-10-28 18:30:46","8","pl","2015-10-28 18:27:43","2015-10-28 18:30:46","","","11","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","jest w stopniu znikomym zasługą robotników.","","","","","","","","","","","","","","","","","","","","","","","","jest w znacznym stopniu zasługą dozorcy.","","","","","","Kobieta","1996.0000000000","Średnie","","Nie","Nie","181.47","17.24","","","","16.16","","","","","","","","","","","","","","","","","","","","","","","","","57.3","","","","","","","","","","","","","","","","","","","","","","","","","17.63","","","","","","","","","","","","","25.54","","","","","","","","","","","","","","","","","","","","","","47.6","","","","",""
"62","2015-10-28 18:31:41","8","pl","2015-10-28 18:30:42","2015-10-28 18:31:41","https://www.facebook.com/","","13","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mężczyzna","1996.0000000000","Średnie","","Nie","Tak","55.99","4.38","","","","9.71","","","","","","","","","","","","","","","","","","","","","","","","","23.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.61","","","","",""
"63","2015-10-28 18:34:33","8","pl","2015-10-28 18:32:07","2015-10-28 18:34:33","https://www.facebook.com/","","11","","","","","","","","","","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","0.0000000000","","","","","","","","","","","","","","","","nie jest zasługą robotników.","","","","","","","","","","","","","","","","","","","","","","","","jest całkowicie zasługą dozorcy.","","","","","","Kobieta","1994.0000000000","Zawodowe","","Nie","Nie","144.92","7.74","","","","63.76","","","","","","","","","","","","","","","","","","","","","","","","","20.23","","","","","","","","","","","","","","","","","","","","","","","","","12.32","","","","","","","","","","","","","22.38","","","","","","","","","","","","","","","","","","","","","","18.49","","","","",""
"64","2015-10-28 18:37:49","8","pl","2015-10-28 18:34:01","2015-10-28 18:37:49","","","23","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","jest tylko w pewnym stopniu zasługą chłopca.","","","","","","","","","","","jest w znacznym stopniu zasługą dozorcy.","","","","","","","","","jest tylko w pewnym stopniu zasługą mieszkańców.","","Mężczyzna","1987.0000000000","Średnie","","Nie","Nie","225.72","16","","","","25.72","","","","","","","","","","","","","","","","","","","","","","","","","113.38","","","","","","","","","","","","","","","","","","","","","","","","","10.71","","","","","","","","","","","","","17.87","","","","","","","","","","","","","","","","","16.43","","","","","25.61","","","","",""
"65","2015-10-28 18:37:08","8","pl","2015-10-28 18:35:08","2015-10-28 18:37:07","http://m.facebook.com","","8","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","jest w stopniu znikomym zasługą pani Malinowskiej.","","","","","","","","","","","","","jest w znacznym stopniu zasługą dozorcy.","","","","","","","","","","","","","","","","","","","Kobieta","1984.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","117.91","7.02","","","","20.61","","","","","","","","","","","","","","","","","","","","","","","","","49.11","","","","","","","","","","","","","","","","","","","","","","","","","10.59","","","","","","","","","","","","","7.58","","","","","","","","","","","","","","","","","","","","","","23","","","","",""
"66","2015-10-28 18:38:19","8","pl","2015-10-28 18:35:09","2015-10-28 18:38:19","","","3","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","nie jest winą dozorcy.","","","","","","","","","","","","","","","","","","Kobieta","1985.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","188.32","26.79","","","","46.02","","","","","","","","","","","","","","","","","","","","","","","","","56.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.62","","","","","","","","","","","","","","","","","","","","","","31.29","","","","",""
