"id","submitdate","lastpage","startlanguage","LOSUJ","IgnacySlawekEkrPow","JanekEkrPow","WiktorEkrPow","StandardEkrPow","INSTRUKCJA","INSTRUKCJAZWYKLA","IntHARM","IntHELP","WoOHARM","WoOHELP","IOHARM","IOMHELP","helpWYM","harmWYM","licznikISTN","helpZROZ","harmZROZ","licznikZROZ","helpBEZSENS","harmBEZSENS","licznikSENS","HE1","HE2","HA1","HA2","HARMPRIMENV","HARMBISENV","HELPPRIMENV","HELPBISENV","HARMPRIMSTARVE","HARMBISSTARVE","HELPPRIMSTARVE","HELPBISSTARVE","Sadzi2wdrozenieHARM","Sadzi2wdrozenieHELP","Sadzi3stansieHARM","Sadzi3stansieHELP","ZROZMYSLEMHARM","ZROZMYSLEMHELP","UMYSLNIEHARM","UMYSLNIEHELP","RESPHARM","RESPHELP","RESPHARM2","RESPHELP2","G","Y","E","E[other]","F","H","IgnacySlawekEkrPoz","JanekEkrPoz","WiktorEkrPoz","StandardEkrPoz","BiKEkrPoz"
"167","1980-01-01 00:00:00","21","pl","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","","","3","","","F","1983.0000000000","A4","","A2","N","","","","",""
"168","","1","pl","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"169","","1","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"170","1980-01-01 00:00:00","21","pl","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","1","","F","1980.0000000000","A4","","A1","N","","","","",""
"171","","1","pl","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"172","1980-01-01 00:00:00","21","pl","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","2","","M","1983.0000000000","A4","","A1","Y","","","","",""
"173","1980-01-01 00:00:00","21","pl","9","","","","","","","","","","","","","","","","","","","","","","A5","A1","","","","","","","","","","","","","","","","","","","","","","","M","1989.0000000000","A4","","A1","Y","","","","",""
"174","","1","pl","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"175","1980-01-01 00:00:00","21","pl","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","5","","","M","1983.0000000000","A4","","A2","N","","","","",""
"176","","1","pl","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"177","1980-01-01 00:00:00","21","pl","9","","","","","","","","","","","","","","","","","","","","","","A5","A1","","","","","","","","","","","","","","","","","","","","","","","F","1978.0000000000","A4","","A2","N","","","","",""
"178","","1","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"179","","1","pl","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"180","1980-01-01 00:00:00","21","pl","7","","","","","","","","","","","","","","","","","","","N","","20.0000000000","","","","","","","","","","","","","","","","","","","","","","1","","","F","20.0000000000","A3","","A2","N","","","","",""
"181","","1","pl","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"182","","1","pl","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"183","1980-01-01 00:00:00","21","pl","9","","","","","","","","","","","","","","","","","","","","","","A5","A1","","","","","","","","","","","","","","","","","","","","","","","F","1982.0000000000","-oth-","Doktor","A1","Y","","","","",""
"184","","6","pl","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"185","","1","pl","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"186","","1","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"187","","1","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"188","","1","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"189","","1","pl","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"190","1980-01-01 00:00:00","21","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","1","M","1970.0000000000","A4","","A1","N","","","","",""
"191","1980-01-01 00:00:00","21","pl","5","","","","","","","","","","","","","","","","Y","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","5","","","M","1973.0000000000","A4","","A2","Y","","","","",""
"192","","19","pl","8","","","","","","","","","","","","","","","","","","","","N","0.0000000000","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"193","","1","pl","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"194","","1","pl","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"195","1980-01-01 00:00:00","21","pl","10","","","","","","","","","","","","","","","","","","","","","","","","A5","A1","","","","","","","","","","","","","","","","","","","","","F","1958.0000000000","A4","","A2","N","","","","",""
"196","1980-01-01 00:00:00","21","pl","2","","","","","","","","N","","N","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","1997.0000000000","A3","","A2","N","","","","",""
"197","1980-01-01 00:00:00","21","pl","3","","","","","","","","","","","","","N","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","F","1991.0000000000","A4","","A1","N","","","","",""
"198","1980-01-01 00:00:00","21","pl","4","","","","","","","","","","","","","","Y","6.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","M","1983.0000000000","A4","","A1","Y","","","","",""
"199","1980-01-01 00:00:00","21","pl","1","","","","","","","Y","","N","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","M","1992.0000000000","A3","","A1","N","","","","",""
"200","","1","pl","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"201","1980-01-01 00:00:00","21","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","Y","","","","","","","","","","","","","M","1984.0000000000","A4","","A1","N","","","","",""
"202","1980-01-01 00:00:00","21","pl","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","5","","","M","1995.0000000000","A3","","A1","N","","","","",""
"203","1980-01-01 00:00:00","21","pl","12","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","N","","","","","","","","","","","","","","","F","1992.0000000000","A3","","A1","N","","","","",""
"204","","1","pl","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"205","","1","pl","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"206","1980-01-01 00:00:00","21","pl","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","1","","","","F","1987.0000000000","A4","","A1","Y","","","","",""
"207","","11","pl","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"208","","15","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"209","","1","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"210","","19","pl","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","1","","","","","","","","","","","","",""
"211","1980-01-01 00:00:00","21","pl","6","","","","","","","","","","","","","","","","","Y","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1","","","","F","1993.0000000000","A3","","A2","N","","","","",""
"212","","1","pl","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"213","1980-01-01 00:00:00","21","pl","3","","","","","","","","","","","","","N","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","F","1993.0000000000","A3","","A1","N","","","","",""
"214","","1","pl","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"215","","12","pl","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","",""
